id,Avg_Wind_Speed,Precipitation_Amount,Max_Temperature,Min_Temperature,Humidity,Transmission_mode,Duration
445,6.71,0,6.5,2.2,34.80541039,Seed-borne,11
446,5.96,0.5,9.3,-1.5,47.19847683,Insect-borne,9
447,9.42,0,6.8,2.5,46.24856523,Seed-borne,7
448,3.5,0.2,6.8,2.6,52.79913039,Waterborne,8
449,19.41,2.3,10.2,2.7,66.45457122,Seed-borne,12
450,14.88,0.3,12.6,2.8,36.52780776,Seed-borne,10
451,9.92,0.2,11.1,1.6,56.92831399,Waterborne,12
452,13.54,4.4,10.1,-2.1,32.31528909,Waterborne,12
453,10.83,1.2,13.6,3.2,56.46868874,Insect-borne,10
454,13.75,0.3,9.3,0.8,45.70976142,Insect-borne,12
455,16.42,0.4,9.2,-0.1,45.01110015,Soil-borne,10
456,19.79,2.7,8.6,1.4,31.94550613,Insect-borne,12
457,20.83,5.2,9.8,2.4,35.48885969,Soil-borne,10
458,10.67,4,12.1,3.4,49.94704718,Seed-borne,10
459,17.83,3.8,10.2,1.7,35.6395615,Seed-borne,10
460,22.42,1.7,9.3,4.4,32.45974539,Seed-borne,11
461,17.08,1.1,10.8,1.1,51.29019509,Seed-borne,9
462,22.5,1.5,13.1,5.4,38.83786012,Soil-borne,11
463,18.25,6.1,10.5,2.2,44.93322042,Seed-borne,10
464,16.21,3.8,9.4,3,57.3414485,Seed-borne,10
465,12.04,1.8,11.1,4.5,48.41490082,Insect-borne,14
466,14.12,0.1,12.3,6.6,60.54880693,Soil-borne,11
467,3.79,0,10.5,5,59.33157782,Insect-borne,10
468,6.58,0,10.6,-1.1,62.4901206,Seed-borne,12
469,11.42,0,8.2,1.7,43.61444121,Insect-borne,14
470,13.83,0,7.6,1.8,47.2879691,Seed-borne,8
471,15.34,0.5,9.1,1.6,40.7192594,Insect-borne,11
472,14.83,3.3,9,5.4,66.68832981,Insect-borne,12
473,11.71,0.8,8.4,5.7,61.33186249,Seed-borne,10
474,6.21,0,12,6.1,63.46513414,Seed-borne,13
475,6.17,0.2,12.2,3.3,39.37252634,Seed-borne,10
476,3.58,7.4,11.1,3.3,56.01334416,Seed-borne,12
477,8.58,0,14.8,0.2,35.39454002,Seed-borne,9
478,8.96,0,13.1,6.1,56.03021253,Seed-borne,9
479,5.79,0,16.8,7.2,67.10604388,Airborne,12
480,5.83,0,15,3.3,34.75591197,Seed-borne,10
481,7.67,0,15.8,5.8,59.96669215,Waterborne,11
482,6.42,0,13.2,5.1,36.67847052,Waterborne,7
483,5.17,0,15.5,0.7,33.10695144,Insect-borne,10
484,5.37,0,13,3.4,45.93248374,Seed-borne,10
485,5.41,0,13.6,1.1,54.32342534,Waterborne,11
486,2.25,0,13.8,2,56.31006755,Insect-borne,9
487,4,0,15.7,2.8,60.24218572,Soil-borne,11
488,3.5,0,15.7,2.7,35.29006485,Seed-borne,12
489,5.83,0,16.7,8.8,48.17631461,Insect-borne,9
490,8.79,0,15.7,6.4,40.58227261,Soil-borne,9
491,4.88,7.9,18.8,8.8,69.69141302,Insect-borne,12
492,14.09,0.3,18.6,10.3,47.70351758,Seed-borne,11
493,11.34,2,16.7,11.5,50.54495302,Soil-borne,9
494,7.04,2.6,13.3,5.5,62.56532471,Waterborne,12
495,5.96,6.9,14.3,5,58.25799145,Seed-borne,13
496,11.04,1.6,14,6.2,66.35375127,Waterborne,11
497,10.46,0.3,13.3,6.6,44.82294584,Waterborne,12
498,8.75,0,16.5,3.2,42.89833235,Waterborne,12
499,13.79,0,17.4,10.2,66.34777265,Seed-borne,9
500,9.83,3.5,14.5,8.5,48.93905624,Insect-borne,11
501,23.25,0.4,13.3,8,64.70930606,Waterborne,9
502,18.05,2.8,13.6,4.8,51.27868781,Waterborne,12
503,11.21,27,13.4,5.8,59.3189118,Seed-borne,10
504,17.12,1.6,12.4,5.5,61.09387478,Insect-borne,10
505,12.42,0.9,12.8,4.4,54.65030015,Soil-borne,12
506,11.63,1.5,16.1,4.5,54.1077461,Seed-borne,13
507,16,0,15.8,6.6,55.27755933,Seed-borne,12
508,16.42,0.4,14.8,5.8,53.57014709,Seed-borne,10
509,11.67,0.1,13.8,4.4,58.59986279,Soil-borne,11
510,8,0,11,2.3,55.77264351,Seed-borne,7
511,7.46,0,11,4.1,45.89239456,Seed-borne,12
512,9.92,0,12.3,5.2,45.38497051,Soil-borne,12
513,6.83,3.8,14.4,5.2,56.85420099,Seed-borne,12
514,6.75,0.1,10.7,9,58.51663927,Waterborne,13
515,7.17,0,15.6,2.6,51.79939437,Soil-borne,11
516,7.83,0,11.7,2.5,50.7330069,Insect-borne,9
517,5.91,0,14,1.1,47.18283631,Seed-borne,7
518,3.17,0,14.5,2.5,43.6672299,Waterborne,9
519,3,0,15.6,5.5,44.8302551,Seed-borne,10
520,3.33,0,16.4,4.5,43.58788762,Waterborne,12
521,8.21,0,16.7,4.6,55.59160391,Insect-borne,9
522,6.08,0,20.1,4.8,61.5620517,Seed-borne,7
523,3.83,0,21.7,8.5,49.32609633,Waterborne,12
524,5.41,0,22.7,10.6,55.25435777,Waterborne,10
525,8.29,0,19.1,11.1,51.66921088,Seed-borne,7
526,6.5,4.4,15.1,7.6,49.66474269,Seed-borne,8
527,7.96,2.3,16.2,9.1,46.01868196,Waterborne,12
528,9.08,0,20.1,11.4,58.22686794,Seed-borne,7
529,9.62,0,15.6,8.8,53.2208266,Waterborne,12
530,14,0.2,16.8,13.3,43.65305437,Waterborne,10
531,2.79,7.8,16.8,8.2,56.32938343,Waterborne,10
532,8.42,0,18.3,4.4,45.90067655,Insect-borne,7
533,10.37,1.6,16.8,6.3,60.9835384,Seed-borne,10
534,21.5,1.6,18.4,12.4,40.00933429,Soil-borne,7
535,23.42,0.9,15.6,11.1,57.14218792,Seed-borne,11
536,12.54,1.9,19.8,9.4,44.359648,Soil-borne,7
537,16.04,0.8,19.4,13.8,59.79236306,Insect-borne,11
538,13.67,0.2,18.4,10.6,45.20094476,Seed-borne,7
539,16.66,0.3,17.3,9,64.95585424,Waterborne,8
540,25.29,0,16.1,9.6,41.36561835,Waterborne,12
541,18.79,0.2,16.1,7.1,61.66852372,Insect-borne,10
542,14.33,0,16.3,9.6,51.33189406,Waterborne,10
543,11.92,0,16.1,4.5,63.56791363,Seed-borne,10
544,12.79,0.6,18.4,11.7,44.82069159,Insect-borne,11
545,6.42,0,17.2,6,56.40226277,Waterborne,9
546,7.12,0,20.1,7.8,63.56222995,Waterborne,11
547,11.17,0,20.7,9.3,54.82130787,Soil-borne,12
548,17.5,0,19.1,11.8,43.02151392,Seed-borne,7
549,12.87,0,19,10.6,47.36534833,Insect-borne,12
550,10.08,0,16.1,11.2,57.17377029,Soil-borne,12
551,7.79,0,13.7,5.3,46.82652785,Insect-borne,11
552,5.46,0,15.5,9.7,56.96640758,Insect-borne,8
553,3.13,0,15.5,11.3,62.85948245,Seed-borne,12
554,4.67,0,16.6,11.2,60.50320928,Soil-borne,7
555,4.63,9,18.3,11.3,61.39451307,Seed-borne,12
556,7.5,4.5,14.2,11.2,44.17085032,Seed-borne,11
557,5.71,0,15.6,11.1,58.55363573,Seed-borne,10
558,4.75,0,18.8,10.1,62.40392519,Waterborne,10
559,5.54,4.3,19.2,8.3,52.3003173,Insect-borne,15
560,8,3.4,15.1,12.3,42.26206161,Seed-borne,11
561,5.79,0,14.8,11.6,57.30636014,Seed-borne,9
562,1.87,0,17.7,10.4,49.84213387,Seed-borne,11
563,4.54,0,17.2,5.3,45.41393636,Soil-borne,12
564,12.33,8.3,16.5,11.1,61.58245338,Insect-borne,10
565,13.04,0,18.4,13.3,50.77148138,Insect-borne,12
566,9.17,24.7,21.1,11,41.81420849,Soil-borne,10
567,12.96,1.2,17.3,11.4,61.18749126,Waterborne,11
568,11.29,2.6,18,12.3,44.2252605,Seed-borne,10
569,5.88,1.9,18.4,11.6,43.35365671,Waterborne,7
570,4.38,2,15.1,12.1,57.69622912,Waterborne,7
571,6.34,0,17.3,11.1,58.25204566,Seed-borne,8
572,10,0,15.5,10.5,59.79023382,Waterborne,12
573,3.67,0,17,11.1,53.50567601,Seed-borne,7
574,2.88,7,19.6,10.2,52.62741529,Waterborne,11
575,6.58,1.9,21.7,14,61.25353851,Waterborne,12
576,12.17,0,20.5,14.4,52.60950014,Soil-borne,11
577,9.54,0,16.5,12.8,48.8246387,Insect-borne,11
578,4.46,2.1,18,13.2,40.92604945,Seed-borne,7
579,8.38,0.4,16.5,13.6,61.43378674,Waterborne,11
580,8.42,9.2,16.2,12,49.60384796,Seed-borne,11
581,14.25,0.6,17,9.7,54.61813464,Airborne,10
582,10.75,0.1,18.8,8.8,41.55934359,Soil-borne,7
583,5.63,3,16.2,5.6,48.23991436,Soil-borne,9
584,10.5,1.3,17,8.8,62.84916863,Waterborne,9
585,7.12,2.3,17,7.8,46.42693735,Seed-borne,10
586,12.25,1.7,17.1,12.2,63.04749127,Waterborne,10
587,14.29,0.6,19.5,10.8,57.03184356,Waterborne,8
588,18.5,0,18.5,14.2,52.62696801,Soil-borne,12
589,9.38,0,17.3,10,60.16299493,Waterborne,10
590,5.88,1.4,16.1,6.7,55.20522037,Soil-borne,11
591,8.67,11.1,18.2,7.3,63.18180319,Seed-borne,12
592,10.41,2.5,17.8,10.6,59.96664731,Waterborne,7
593,11.38,1.1,16.7,10,40.5926071,Seed-borne,11
594,11.25,0.2,19,7.6,53.76623369,Soil-borne,10
595,7.54,0.8,17.7,8.4,61.14754363,Seed-borne,12
596,10.5,1.4,20.1,13.8,49.00323081,Waterborne,10
597,11.25,2.8,18.5,13.7,61.34900107,Waterborne,9
598,14.21,1.2,18.4,12.3,48.27531965,Airborne,12
599,15.09,0.9,18.6,11.7,45.96341933,Waterborne,12
600,17.04,6.1,18.3,12.7,49.9767522,Insect-borne,10
601,21.09,0.9,17.8,11.7,87.80507732,Waterborne,12
602,15.5,1.1,18.1,10.5,80.77275974,Soil-borne,12
603,22.13,4.8,18.1,12.4,84.34262707,Waterborne,8
604,14.29,4.3,16.6,9.4,81.04554836,Waterborne,10
605,5.54,1,15.5,10.2,87.32761241,Seed-borne,12
606,7.75,0,19,7.3,89.71503316,Soil-borne,12
607,6.42,0,20.2,10.1,83.24855855,Waterborne,7
608,5.37,0,19.5,13.3,85.5701901,Waterborne,9
609,7.41,0.5,19,15.2,87.93598094,Waterborne,12
610,5,5.5,19.5,13.5,82.1193047,Waterborne,12
611,6.17,1.6,18.3,13.2,86.73346018,Waterborne,7
612,6.46,5.2,16.7,12.2,86.45147631,Insect-borne,11
613,7.5,11,18.8,9.8,82.35916228,Seed-borne,7
614,5.25,1.9,15.1,8.4,84.96089355,Insect-borne,10
615,11.63,1.2,16.2,5.7,86.45193297,Airborne,7
616,8.04,0.2,16.6,9.5,85.16906976,Waterborne,11
617,18.79,1.1,17.3,12.1,80.4513142,Insect-borne,7
618,9.59,18.3,16.6,13.1,84.96771717,Seed-borne,12
619,8.38,3,18.1,10.1,83.64274107,Insect-borne,11
620,7.54,0.1,13.4,10.4,89.07866095,Insect-borne,13
621,6.13,0,14.3,3.5,87.93724219,Waterborne,12
622,7.25,1.1,16.2,9.5,85.81675947,Waterborne,12
623,7.92,1.9,15.4,10.5,80.29868321,Waterborne,10
624,11.75,1.1,14.1,5.7,86.404241,Seed-borne,9
625,10.58,0,13.3,5.1,81.67085323,Waterborne,12
626,6.79,0,14.5,2.8,82.60629652,Seed-borne,10
627,2.88,0,13.3,7.4,86.20681554,Seed-borne,12
628,4.63,0,12.8,9.4,88.71782287,Seed-borne,8
629,2.29,0,14.3,3.8,87.50436797,Seed-borne,8
630,6.58,0,14,2.3,88.73100226,Waterborne,12
631,8.33,0,16.1,10,81.59200689,Seed-borne,11
632,4.88,1.3,16.2,12.3,84.61431076,Airborne,12
633,10.83,13.3,14.8,11.1,88.4393979,Soil-borne,12
634,12,13.3,9.6,8.7,86.13316408,Seed-borne,11
635,8.42,10.8,15,1.3,86.99495766,Airborne,7
636,11.29,0.8,15.5,6.7,84.80084105,Seed-borne,15
637,13.79,20,14.3,2.5,89.1148059,Soil-borne,9
638,16.54,3,16.3,9.6,88.07505524,Waterborne,10
639,13.29,1.6,16.6,10.5,87.16679147,Seed-borne,7
640,7.12,0,16.3,6.5,83.14796296,Soil-borne,7
641,7.33,0,17.2,2.7,88.50229102,Insect-borne,12
642,11.54,0.5,16.6,11.5,89.30428305,Waterborne,10
643,8.29,0,17.7,10.1,82.76020821,Waterborne,12
644,6.25,0,17.7,6.6,85.99127934,Seed-borne,12
645,8.04,0,17.8,10.5,89.9939693,Soil-borne,12
646,8.46,0,16.8,11.6,82.9116472,Waterborne,10
647,4.88,0,16.6,5.4,89.99615558,Soil-borne,12
648,4.83,0,15.5,10.1,87.4512669,Waterborne,12
649,7.79,0,15.5,9.8,81.94268594,Soil-borne,11
650,4.96,0,14.5,8.1,85.60472562,Seed-borne,9
651,2.5,0,14.6,6.1,84.8593608,Soil-borne,11
652,4.88,0,12.7,7.7,89.80650642,Waterborne,11
653,3.92,0,15.6,10.3,85.44815232,Insect-borne,7
654,4.38,0,12.8,4,86.89934108,Soil-borne,12
655,6.29,0,10,3.6,85.91625451,Seed-borne,7
656,11.63,0.2,15,6.6,81.13903037,Soil-borne,11
657,5.58,0,16.1,9.5,89.92908171,Seed-borne,7
658,3.79,0,13.2,7.1,84.28187572,Airborne,11
659,6.34,0,12.8,9.5,85.85384444,Insect-borne,11
660,4.92,0,14.5,9.7,87.59810657,Insect-borne,13
661,6.54,0,14.3,3.6,87.60890009,Soil-borne,10
662,8.5,0.5,15.7,9,82.89166381,Seed-borne,7
663,11.79,0.5,14.4,11.3,87.17649,Seed-borne,12
664,11.04,0,8.7,2.7,87.09979549,Seed-borne,10
665,15.63,0.6,11.4,-0.5,88.48312598,Waterborne,11
666,15.92,0.9,9.5,4.4,89.89593328,Soil-borne,10
667,11.96,8.1,12.7,1.1,86.94206817,Waterborne,11
668,20.75,0.9,9.5,3.6,83.8001509,Insect-borne,12
669,12.75,3.5,10,3.7,80.14487166,Waterborne,15
670,10.46,0,13.3,3.7,80.98004661,Soil-borne,12
671,6.04,9.1,10.6,7.3,89.4875022,Seed-borne,9
672,6.83,0.1,9.5,5.6,88.48587386,Waterborne,11
673,10.92,11.2,11.8,2.2,82.67639542,Waterborne,9
674,19.75,0.5,12.1,8.3,83.97586797,Waterborne,10
675,8.29,1.2,12.1,6.1,81.97952224,Insect-borne,10
676,3.5,0,11.2,8.3,88.00989267,Waterborne,11
677,4.42,0,10.7,0.5,86.49366929,Waterborne,12
678,12.58,0.2,11.2,1.8,86.12194568,Soil-borne,7
679,16.25,0,11.7,10,87.11497805,Soil-borne,11
680,14.75,0.5,9.6,8.7,86.16063492,Soil-borne,11
681,5.5,0.2,7.6,5,84.8845732,Insect-borne,9
682,7.29,0,8,1.7,80.35005927,Soil-borne,10
683,13.7,0.5,10.1,1.6,80.28038146,Seed-borne,10
684,9.42,0.3,7.2,1.6,80.03499648,Insect-borne,8
685,10.41,3,9.3,-0.5,83.6869203,Soil-borne,8
686,18,0.6,5.1,3.8,88.66663953,Seed-borne,9
687,16.46,0,4.4,-0.5,85.42058715,Soil-borne,10
688,10.37,0.1,4.4,-1.8,81.8009244,Soil-borne,14
689,10.54,0.5,6.3,-0.8,83.78911515,Seed-borne,7
690,8.42,0,7.7,3.8,86.5543196,Seed-borne,11
691,8.38,9.5,11.3,2.7,88.9570454,Soil-borne,7
692,12.96,0.5,12.7,5.1,89.1886954,Airborne,11
693,11.17,9.5,10,8.7,83.63802195,Seed-borne,11
694,4,0,10,5.1,87.91332682,Waterborne,11
695,5.96,0,7.2,1.6,80.45744422,Soil-borne,10
696,5.09,0,8.7,3.4,89.12760359,Insect-borne,14
697,4.88,0,7.7,4.7,83.52706038,Seed-borne,12
698,7.41,0,6.7,5.1,83.69659318,Waterborne,7
699,4.71,0,8.4,3.7,86.69133979,Waterborne,11
700,8.42,0.1,9.5,3.7,83.48991368,Insect-borne,12
701,12.96,0,9.2,6.2,63.19915325,Seed-borne,10
702,10.13,0,10.5,6.7,68.13999721,Seed-borne,12
703,4.79,0,10,5.5,62.28814857,Waterborne,13
704,8.96,0,11.4,-0.5,67.21113844,Seed-borne,11
705,4.17,0,11.1,0.5,65.06601664,Airborne,11
706,13.13,19,12.7,0.3,65.33538112,Waterborne,9
707,23.67,17,9.6,5.8,64.28791388,Soil-borne,12
708,20.25,1,7.6,3.8,61.57072498,Waterborne,10
709,12.67,6.2,10.3,4.5,68.68401492,Waterborne,7
710,16.42,1.3,9.6,6.3,63.36085585,Airborne,12
711,19.67,0.3,3.8,2.3,61.18235808,Insect-borne,7
712,14,0.3,8.2,0,66.61452812,Waterborne,13
713,20,7.8,12.4,-0.6,68.32176769,Seed-borne,10
714,28.91,1.2,12.8,7.8,68.79427388,Waterborne,9
715,16.54,0.4,6.6,3.6,64.2097765,Soil-borne,10
716,9.59,1.2,7.6,0.3,69.34811988,Seed-borne,9
717,15.92,0.9,6.3,2.8,62.51007687,Waterborne,12
718,9.87,5.3,12.1,2.7,62.50460464,Insect-borne,10
719,16.08,0.3,11.5,3,64.59457409,Waterborne,11
720,10.41,0,8.2,1.5,64.98742947,Waterborne,10
721,5.71,0,7.5,-2.8,67.5861883,Seed-borne,10
722,9.33,0,7.1,-2.5,60.44848407,Seed-borne,12
723,4.92,0,2.7,-2.2,68.53997144,Waterborne,9
724,7,5.1,2.8,-3.8,67.66323804,Soil-borne,10
725,12.38,6,5,-1.8,69.09047809,Seed-borne,11
726,11.92,3.4,4.4,-0.1,61.69295127,Seed-borne,10
727,7.79,0,3.4,0.5,61.53278622,Waterborne,12
728,13.62,0,3.2,-7.2,66.6379724,Waterborne,10
729,28.79,10.8,3.2,0.1,65.26774011,Insect-borne,10
730,27.79,0,3.1,0,67.72837887,Soil-borne,12
731,23.45,0,NA,NA,64.34848735,Seed-borne,11
732,20.75,3.9,NA,NA,68.59232289,Soil-borne,12
733,13.83,12.5,NA,NA,60.37332688,Insect-borne,7
734,8.54,6.4,NA,NA,69.01852894,Seed-borne,9
735,13.08,1.2,NA,NA,63.59948557,Seed-borne,12
736,20.91,0,NA,NA,68.63525428,Seed-borne,10
737,16.75,0,NA,NA,66.76017239,Seed-borne,7
738,16.83,0,NA,NA,67.88521396,Seed-borne,12
739,21.67,0,NA,NA,60.06534859,Seed-borne,12
740,19.38,0,NA,NA,67.83563765,Insect-borne,12
741,9.79,0,NA,NA,69.0854554,Insect-borne,11
742,3.96,6,NA,NA,67.7017527,Waterborne,13
743,5.21,0,NA,NA,61.38597868,Seed-borne,11
744,10.46,0,NA,NA,62.93692886,Insect-borne,10
745,9.17,3.6,NA,NA,63.37230676,Waterborne,13
746,12.58,0.1,NA,NA,63.0563645,Waterborne,13
747,15.37,0,NA,NA,63.95425534,Soil-borne,13
748,21.5,0,NA,NA,69.69366426,Insect-borne,12
749,23.79,0,NA,NA,63.11296779,Soil-borne,11
750,19.62,0.8,NA,NA,64.94329356,Waterborne,12
751,13.83,0,NA,NA,67.90577375,Waterborne,11
752,11.92,0,NA,NA,65.71765781,Waterborne,12
753,2.17,0,NA,NA,69.3478631,Insect-borne,11
754,3.04,0,NA,NA,68.93875631,Waterborne,7
755,8.92,0,NA,NA,69.96100028,Seed-borne,11
756,8.38,0,NA,NA,60.11680815,Insect-borne,11
757,1.63,0,NA,NA,66.17587668,Seed-borne,7
758,1.33,0,NA,NA,68.01232937,Soil-borne,12
759,7.41,7.6,NA,NA,64.24992106,Airborne,12
760,19.62,0.6,NA,NA,66.55723677,Seed-borne,10
761,11.83,1.3,NA,NA,64.25510719,Waterborne,12
762,14.04,0.4,NA,NA,64.14928485,Seed-borne,11
763,15.16,0.6,NA,NA,61.88871127,Waterborne,10
764,8.67,0.2,NA,NA,63.53604453,Seed-borne,10
765,9.13,7,NA,NA,61.14508627,Seed-borne,10
766,22,32,NA,NA,61.36669662,Insect-borne,12
767,20.25,12,NA,NA,60.18122078,Soil-borne,11
768,11.83,0,NA,NA,66.60416867,Seed-borne,7
769,10.37,0.7,NA,NA,67.99803573,Waterborne,11
770,16.88,5.3,NA,NA,62.90020977,Insect-borne,7
771,15.67,0,NA,NA,69.84354028,Seed-borne,10
772,6.79,0,NA,NA,64.14800537,Waterborne,10
773,5.21,0,NA,NA,68.27085245,Seed-borne,12
774,12.83,7.2,NA,NA,61.18956161,Insect-borne,12
775,19.17,6.3,NA,NA,64.2020154,Soil-borne,10
776,15.5,0,NA,NA,61.61367264,Waterborne,11
777,13.54,0,NA,NA,68.77994074,Insect-borne,11
778,7.83,0,NA,NA,64.51136845,Seed-borne,11
779,10.34,0,NA,NA,63.38789228,Seed-borne,15
780,14.54,0,NA,NA,67.10464369,Waterborne,12
781,9.92,0,NA,NA,65.14877461,Seed-borne,9
782,8.5,0,NA,NA,64.23364112,Waterborne,10
783,5.5,0,NA,NA,61.02701476,Insect-borne,12
784,9.33,0,NA,NA,66.10123083,Seed-borne,9
785,13.75,0,NA,NA,66.770943,Insect-borne,12
786,11.46,0,NA,NA,63.64698302,Seed-borne,12
787,19.25,0,NA,NA,66.15665137,Insect-borne,12
788,12.5,0,NA,NA,65.91359954,Waterborne,7
789,16.46,0,NA,NA,62.73317204,Airborne,7
790,16.21,0,7.1,2.2,66.74217464,Soil-borne,11
791,15.83,0.1,7.8,1.7,65.62971858,Soil-borne,7
792,14.46,0.3,8.4,4,66.31394098,Waterborne,11
793,14.42,4,11.8,4.8,67.88811637,Waterborne,13
794,20.21,2.3,13.4,6.7,60.13263713,Insect-borne,13
795,9.96,0.2,11.7,8.3,63.54718862,Waterborne,12
796,17.88,0,12.8,6.1,65.67718163,Insect-borne,12
797,17.5,1,11.8,7.2,62.99303471,Soil-borne,9
798,13.33,3.7,9.1,6.1,63.29103387,Soil-borne,7
799,17.33,0.5,11.3,4.8,61.3009051,Seed-borne,10
800,5.66,0,8.3,-1.6,67.77954584,Insect-borne,11
801,6.67,0.1,11.7,0.9,63.49802189,Insect-borne,10
802,11.46,0.7,12.1,-2.7,63.27771461,Seed-borne,11
803,13.92,0.1,12.3,4.6,60.63872613,Insect-borne,11
804,14.25,18.5,14.2,8.3,69.92375891,Seed-borne,11
805,16.62,2,12.4,6.6,68.51966729,Seed-borne,11
806,13.17,4.7,10.1,6.6,62.13873825,Airborne,10
807,12.42,0,13.4,6.6,60.97876599,Insect-borne,11
808,9.54,14.8,8.4,1.7,66.14007674,Insect-borne,10
809,7.54,0,11.4,4.8,62.57526895,Soil-borne,10
810,4.33,0,10.2,0,69.15640149,Soil-borne,12
811,4.17,0,6.8,2.6,60.2816298,Airborne,7
812,4.79,0,12.1,-2.1,61.78779413,Airborne,13
813,19.75,6.4,10.1,1.7,63.18832976,Seed-borne,11
814,19.55,0.4,11.4,5.4,61.77336343,Waterborne,9
815,7.62,2.9,12.7,4.4,62.60136323,Seed-borne,11
816,13.92,0.2,10.1,4,63.18738532,Insect-borne,12
817,9.83,1.5,7.9,2.2,61.62313345,Seed-borne,11
818,8.67,0,9.7,-1,65.8567539,Soil-borne,7
819,9.38,0,7.9,0.6,64.49166566,Insect-borne,10
820,6.83,0,11.2,-2.2,68.65257685,Insect-borne,12
821,11.79,2.2,NA,NA,68.01965728,Soil-borne,7
822,8.96,0,NA,NA,69.6897615,Soil-borne,9
823,8.71,0.2,NA,NA,63.41785982,Soil-borne,10
824,13,4.3,NA,NA,60.09116626,Soil-borne,7
825,20.04,7.2,NA,NA,67.31323084,Seed-borne,10
826,20.5,1.8,NA,NA,67.55109024,Waterborne,11
827,18.5,0,NA,NA,65.84395319,Insect-borne,7
828,10.41,0.3,NA,NA,66.70897237,Seed-borne,11
829,11.67,1.1,NA,NA,66.92642362,Waterborne,10
830,7.25,1.2,NA,NA,62.44616219,Waterborne,7
831,9.54,0,NA,NA,69.48515056,Soil-borne,7
832,16,0,NA,NA,61.18458224,Soil-borne,12
833,15.21,10.1,NA,NA,66.43934593,Insect-borne,12
834,16.46,2.7,NA,NA,62.70637578,Seed-borne,10
835,8.87,1.1,NA,NA,60.85993533,Waterborne,10
836,9.67,0,NA,NA,69.12613376,Waterborne,11
837,8,0,NA,NA,69.76112921,Airborne,10
838,9.92,1.1,NA,NA,63.93927841,Waterborne,7
839,9.5,5.8,NA,NA,60.19461399,Waterborne,11
840,21.54,1.7,NA,NA,62.04814951,Waterborne,12
841,19.58,4.4,NA,NA,68.10365387,Seed-borne,13
842,13.42,0,NA,NA,69.29786244,Seed-borne,13
843,6,0.2,NA,NA,63.22011726,Waterborne,9
844,6.67,0.2,NA,NA,63.68128841,Seed-borne,12
845,4.83,0,NA,NA,68.03209183,Waterborne,12
846,5.71,0.6,NA,NA,65.44544859,Soil-borne,7
847,12.12,0.1,NA,NA,65.47227704,Soil-borne,10
848,11.42,0.2,NA,NA,65.73085206,Waterborne,10
849,11.75,0,NA,NA,67.10004577,Soil-borne,11
850,12.33,1.1,NA,NA,68.93307305,Seed-borne,7
851,14.46,0.1,12.8,6.5,61.09533545,Seed-borne,10
852,15.37,1.2,12.7,2.3,67.40460704,Soil-borne,12
853,12.96,0,13.5,5.6,63.39503184,Seed-borne,11
854,13.37,2.6,14.4,4.5,63.46170674,Soil-borne,10
855,14.96,0.4,11.2,3.4,62.50453062,Seed-borne,12
856,13.67,0.7,14.1,4.1,66.895409,Seed-borne,10
857,18.75,3.2,15.2,8.8,69.3159965,Seed-borne,11
858,11.67,0.8,14,8.4,69.55863145,Waterborne,7
859,13.88,1.3,14.4,5.6,64.07691942,Airborne,10
860,23.09,0.9,12.2,8.2,64.00213929,Insect-borne,12
861,12.25,0,13.8,4,62.35557553,Waterborne,10
862,15.59,0.1,15.5,10,67.76252583,Seed-borne,10
863,20.33,0.8,14.2,9,61.28633405,Seed-borne,12
864,13.42,1.1,14.5,7.7,66.29327012,Soil-borne,10
865,12.83,0.5,15.5,5.5,60.53657684,Seed-borne,7
866,14.42,0.5,18.3,3.8,63.14909763,Waterborne,10
867,13.96,0,16.6,3.8,60.47528931,Soil-borne,11
868,19.33,0.8,13.3,8.4,60.4989659,Seed-borne,7
869,11.38,5,13.6,4.8,60.71367427,Seed-borne,12
870,14.5,3.4,15,7.7,63.20915034,Insect-borne,9
871,7.21,6.8,12.6,6.7,65.1034354,Soil-borne,7
872,7.62,0,12.8,2.7,62.45851612,Airborne,10
873,7,0.2,12,5.4,67.89815262,Insect-borne,11
874,4.96,4.1,11.6,0.6,62.74710773,Soil-borne,11
875,8.38,1.1,15.5,8.4,68.17543102,Seed-borne,10
876,9.29,0.4,15.7,11,61.88321072,Seed-borne,12
877,5.13,0,14,6,68.05394959,Insect-borne,11
878,5.63,0,17,2.3,67.02664337,Seed-borne,8
879,10.92,0,16.1,6.7,64.50515776,Seed-borne,12
880,8.25,2.5,12.8,6.7,62.96841833,Waterborne,10
881,6.13,0,17.1,10,64.45268309,Insect-borne,11
882,10.92,0,NA,NA,66.7729209,Seed-borne,12
883,14.46,0,NA,NA,65.57653373,Soil-borne,12
884,17.67,0,NA,NA,62.10652364,Seed-borne,12
885,9.79,0.2,NA,NA,64.1123333,Soil-borne,12
886,6,0,NA,NA,63.73086065,Seed-borne,12
887,6.29,0,NA,NA,60.26854183,Insect-borne,9
888,3.58,0,NA,NA,65.8108757,Insect-borne,10
889,4.25,0,NA,NA,68.98088448,Seed-borne,11
890,8.38,0,NA,NA,65.21662467,Waterborne,11
891,5.75,0,NA,NA,68.70533022,Soil-borne,10
892,2.92,18.8,NA,NA,69.4073209,Seed-borne,13
893,4.25,5,NA,NA,63.13215259,Seed-borne,9
894,4.92,0,NA,NA,68.6428593,Airborne,12
895,4.83,0,NA,NA,63.90164154,Soil-borne,11
896,7.17,5,NA,NA,60.424786,Insect-borne,10
